studentid,name,age,gender,degree_branch,ethnicity,parentaleducation,studytimeweekly,absences,tutoring,parentalsupport,extracurricular,sports,music,volunteering,gpa,gradeclass,at_risk
1229,Kunal Pawar,15.0,0,B.Tech - Civil,3,2,0.0,9.0,1,1,1,1,0,1,2.231750835,3,1
1230,Kavya Joshi,15.0,1,BArch,1,1,17.0,0.0,1,2,0,1,0,0,3.151694035,1,0
1231,Rahul Gupta,16.0,1,BPT - Physiotherapy,1,1,14.0,26.0,0,2,1,1,1,0,3.153248769,1,1
1232,Aditya Gupta,18.0,0,BSc - Information Technology,0,1,20.0,19.0,0,4,0,1,0,0,3.808284254,0,0
1233,Rohan Reddy,18.0,0,B.Tech - Information Technology,0,3,19.0,28.0,0,4,0,1,0,0,2.823923475,2,1
1234,Priya Khan,18.0,1,BDes,2,1,16.0,28.0,1,1,0,1,0,1,3.825359271,0,1
1235,Kunal Reddy,18.0,1,BSc Microbiology,0,1,10.0,20.0,0,2,1,1,0,0,2.533611193,2,0
1236,Priya Yadav,18.0,1,BSc Forestry,1,2,12.0,20.0,0,2,0,1,0,0,3.740379128,0,0
1237,Ishan Khan,16.0,1,BFSc - Fisheries,3,1,19.0,0.0,1,2,1,1,0,0,3.680541054,0,0
1238,Priya Yadav,16.0,1,B.Tech - Computer Science,0,2,9.0,18.0,0,4,0,0,0,0,2.872526684,2,0
1239,Kunal Khan,17.0,1,BHM - Hotel Management,1,4,12.0,1.0,0,4,1,1,0,0,3.559773522,0,0
1240,Rohan Sharma,18.0,0,BA - History,0,3,16.0,11.0,0,3,1,1,1,0,3.279177258,1,0
1241,Riya Gupta,16.0,0,BSc - Computer Science,1,3,20.0,22.0,0,3,1,0,1,0,4.0,0,0
1242,Arjun Malode,17.0,0,BVoc - Food Processing,0,2,0.0,12.0,0,2,0,0,0,0,2.366922727,3,1
1243,Sneha Gupta,18.0,0,BSc Agriculture,2,2,19.0,13.0,0,2,0,0,0,0,3.729929379,0,0
1244,Vikas Pawar,15.0,0,BSc - Chemistry,0,1,15.0,4.0,0,4,1,1,1,0,4.0,0,0
1245,Rohan Joshi,17.0,1,BPharm,0,4,15.0,2.0,0,4,1,1,0,0,3.778267127,0,0
1246,Sanjana Patil,16.0,1,BArch,1,1,20.0,26.0,0,0,0,0,1,1,2.243401474,3,1
1247,Meera Yadav,15.0,1,BPharm,0,0,2.0,23.0,0,2,0,1,0,0,3.133381169,1,1
1248,Sahil Khan,15.0,0,BE - Information Technology,2,3,1.0,16.0,0,0,1,0,1,0,2.188064758,3,1
1249,Rahul Patil,15.0,1,B.Tech - Mechanical,0,1,5.0,0.0,1,4,0,0,0,0,4.0,0,0
1250,Rohan Gupta,17.0,1,B.Tech - Electronics & Communication,1,2,10.0,13.0,0,1,0,1,0,0,3.192306924,1,0
1251,Nisha Yadav,16.0,0,BE - Civil,0,0,2.0,5.0,0,3,1,0,1,0,3.548817577,0,1
1252,Aaradhya Reddy,15.0,1,BA - Political Science,1,1,0.0,16.0,0,2,1,0,1,1,3.671919861,0,1
1253,Kavya Sharma,18.0,0,BCA (Hons),0,1,10.0,3.0,0,4,1,1,1,0,4.0,0,0
1254,Arjun Pawar,15.0,0,BJMC - Journalism & Mass Communication,0,0,12.0,5.0,0,2,0,0,0,1,4.0,0,0
1255,Meera Gupta,15.0,1,BFA,0,3,4.0,0.0,1,2,1,1,0,1,3.611461551,0,1
1256,Kunal Deshmukh,17.0,0,B.Tech - Electronics & Communication,2,3,17.0,28.0,0,2,0,0,1,0,2.548579587,2,1
1257,Amit Malode,17.0,0,BJMC - Journalism & Mass Communication,0,2,14.0,8.0,1,2,0,1,0,1,4.0,0,0
1258,Priya Khan,16.0,1,B.Tech - Electronics & Communication,2,4,17.0,30.0,0,3,1,1,0,0,2.487894117,3,1
1259,Arjun Deshmukh,18.0,1,BCA,2,1,14.0,3.0,0,3,1,1,1,0,4.0,0,0
1260,Ishan Sharma,17.0,0,BE - Civil,0,1,19.0,8.0,1,2,1,0,1,0,4.0,0,0
1261,Sneha Gupta,15.0,0,BHM - Hotel Management,1,1,19.0,8.0,0,2,1,1,0,1,4.0,0,0
1262,Rohan Sharma,16.0,0,BSc Nursing,0,3,19.0,28.0,0,0,0,0,0,0,2.86439384,2,1
1263,Rahul Deshmukh,15.0,1,BE - Mechanical,0,2,6.0,21.0,0,4,0,0,1,0,2.239923747,3,1
1264,Pooja Malode,15.0,0,B.Tech - Electronics & Communication,2,3,16.0,12.0,0,2,1,0,0,0,4.0,0,0
1265,Aditya Yadav,17.0,0,BE - Civil,1,3,7.0,22.0,0,4,1,1,0,0,4.0,0,0
1266,Riya Yadav,16.0,1,BE - Computer Science,1,2,12.0,30.0,1,3,0,1,0,0,3.816815281,0,1
1267,Pooja Pawar,18.0,1,BA - Political Science,0,3,15.0,28.0,0,3,1,1,1,0,3.942776437,0,1
1268,Manish Deshmukh,18.0,0,BE - Civil,0,4,9.0,16.0,1,1,1,1,0,0,3.484613142,1,0
1269,Rahul Yadav,17.0,1,BCom (Hons),0,1,13.0,20.0,0,0,1,0,1,0,2.332535371,3,1
1270,Meera Deshmukh,17.0,1,B.Tech - Mechanical,2,2,5.0,2.0,0,3,1,1,0,1,4.0,0,0
1271,Sanjana Joshi,16.0,0,B.Tech - Electrical,1,3,19.0,25.0,0,2,1,0,0,1,2.894076846,2,0
1272,Amit Khan,18.0,0,BVoc - Food Processing,2,3,6.0,25.0,0,1,1,0,0,0,2.228991969,3,1
1273,Kavya Khan,18.0,1,BCom,0,1,5.0,28.0,0,4,0,0,0,1,3.321715931,1,1
1274,Riya Sharma,18.0,0,B.Tech - Information Technology,0,2,16.0,5.0,0,2,0,0,0,0,4.0,0,0
1275,Meera Gupta,15.0,1,BDes,0,2,20.0,19.0,1,2,1,1,1,0,2.925125303,2,0
1276,Aditya Khan,18.0,0,BE - Chemical,0,2,7.0,14.0,1,3,0,0,0,0,2.833917997,2,0
1277,Sanjana Sharma,15.0,0,BSc Forestry,0,1,11.0,28.0,1,4,1,0,0,1,3.895371444,0,1
1278,Kunal Gupta,16.0,0,BSW,2,4,3.0,13.0,0,2,1,1,0,0,3.909166089,0,1
1279,Sanjana Patil,15.0,0,BSW,2,3,9.0,12.0,1,3,0,0,0,0,3.0226222,1,0
1280,Anita Pawar,16.0,0,BBA,1,2,5.0,8.0,0,3,1,0,0,1,3.881300276,0,0
1281,Priya Khan,18.0,0,B.Tech - Mechanical,0,3,6.0,22.0,1,4,1,1,1,1,3.201271044,1,0
1282,Riya Joshi,18.0,1,BBA,0,4,20.0,14.0,0,1,0,0,0,0,3.440122459,1,0
1283,Kunal Reddy,16.0,1,BSc - Biotechnology,2,1,7.0,13.0,0,4,1,1,1,1,4.0,0,0
1284,Kavya Gupta,17.0,1,B.Tech - Computer Science,0,1,2.0,30.0,1,2,1,0,0,0,2.646406914,2,1
1285,Sneha Joshi,16.0,1,BE - Electronics & Communication,3,2,7.0,3.0,0,2,1,0,1,0,3.893521224,0,0
1286,Ishan Deshmukh,17.0,0,BE - Electronics & Communication,0,3,14.0,28.0,1,2,0,1,0,0,3.344890794,1,1
1287,Kunal Pawar,15.0,1,BVoc - Food Processing,0,0,20.0,10.0,0,2,1,0,1,0,4.0,0,0
1288,Vikas Joshi,15.0,0,BSc - Information Technology,3,4,0.0,21.0,0,3,0,0,1,0,2.704564983,2,1
1289,Sneha Joshi,15.0,1,BSc - Physics,0,2,12.0,1.0,1,3,1,0,0,0,4.0,0,0
1290,Sahil Khan,18.0,1,BSc - Information Technology,1,2,17.0,29.0,0,2,0,0,0,0,3.884339324,0,1
1291,Kunal Malode,15.0,1,BSc - Biotechnology,1,1,14.0,15.0,1,1,1,0,1,0,3.10531666,1,0
1292,Rahul Patil,17.0,1,BPharm - Pharmaceutical Sciences,0,1,6.0,18.0,0,2,0,0,0,0,3.432756214,1,0
1293,Priya Yadav,15.0,1,BSc Forestry,0,3,14.0,30.0,0,2,0,0,0,0,2.537150708,2,1
1294,Manish Deshmukh,16.0,0,BE - Mechanical,1,4,2.0,15.0,0,2,0,1,0,1,2.0,3,1
1295,Kavya Gupta,16.0,0,BVoc - Retail Management,2,2,13.0,26.0,0,2,1,0,1,0,3.926473217,0,1
1296,Rohan Joshi,18.0,1,BSc Agriculture,0,4,19.0,6.0,1,0,0,0,1,1,3.69132313,0,1
1297,Aditya Pawar,16.0,0,BSc Agriculture,3,3,3.0,10.0,0,2,1,1,0,0,3.466371446,1,1
1298,Aditya Khan,17.0,1,BE - Electronics & Communication,0,2,3.0,11.0,0,4,0,1,0,0,3.735773663,0,1
1299,Meera Malode,15.0,1,BE - Mechanical,0,3,2.0,3.0,1,1,1,0,1,0,3.854020376,0,1
1300,Arjun Patil,18.0,0,BSc - Computer Science,0,2,4.0,29.0,0,1,1,0,1,1,2.0,3,1
1301,Ishan Joshi,15.0,1,BSc Forestry,0,2,10.0,15.0,1,2,0,0,0,0,3.661346764,0,0
1302,Vikas Sharma,15.0,1,BA - Political Science,0,0,7.0,27.0,1,2,0,0,0,1,3.360488076,1,1
1303,Rahul Pawar,17.0,1,BE - Electronics & Communication,3,3,1.0,25.0,0,3,0,0,0,0,2.0,3,1
1304,Kavya Yadav,16.0,1,B.Tech - Mechanical,0,0,15.0,15.0,0,4,1,0,0,1,3.032608931,1,0
1305,Sahil Sharma,16.0,1,B.Tech - Computer Science,0,3,9.0,6.0,0,3,0,0,1,1,3.297801266,1,0
1306,Rohan Gupta,15.0,1,B.Tech - Computer Science,0,3,17.0,24.0,1,3,1,0,1,1,3.183339845,1,0
1307,Meera Pawar,18.0,1,BDes,2,1,6.0,29.0,0,2,0,0,0,0,3.224468907,1,1
1308,Rahul Sharma,16.0,0,BPharm,2,1,4.0,12.0,1,2,1,1,1,0,3.475397575,1,1
1309,Riya Sharma,18.0,0,BE - Chemical,0,2,6.0,4.0,0,2,1,0,1,0,3.425947126,1,0
1310,Sanjana Malode,16.0,1,BSc - Information Technology,0,2,20.0,29.0,1,4,0,0,0,0,2.842811041,2,1
1311,Ishan Joshi,18.0,0,BE - Environmental,0,1,5.0,0.0,1,4,1,0,0,0,3.025134453,1,0
1312,Anita Khan,17.0,1,B.Tech - Electrical,0,2,0.0,4.0,1,2,1,0,0,0,3.26403086,1,1
1313,Kavya Reddy,18.0,1,BPharm - Pharmaceutical Sciences,0,1,10.0,21.0,0,1,0,1,0,1,3.735753569,0,0
1314,Sneha Gupta,17.0,0,B.Tech - Mechanical,0,0,12.0,13.0,0,1,1,1,0,0,3.910146375,0,0
1315,Meera Joshi,17.0,1,BE - Civil,0,0,11.0,10.0,0,0,0,0,0,0,4.0,0,1
1316,Nisha Pawar,18.0,1,BPharm,1,1,0.0,1.0,0,4,1,0,1,0,3.550293956,0,1
1317,Priya Malode,17.0,1,BFA,0,3,20.0,23.0,0,2,0,1,1,1,2.952753357,2,0
1318,Riya Gupta,15.0,0,BE - Electronics & Communication,3,4,14.0,28.0,1,2,1,0,0,0,2.2736147,3,1
1319,Rahul Reddy,17.0,0,BE - Mechanical,3,2,0.0,17.0,1,4,0,1,0,1,3.870548353,0,1
1320,Sahil Khan,16.0,0,BSc Agriculture,1,2,2.0,14.0,0,1,1,0,0,1,2.780455488,2,1
1321,Manish Khan,18.0,1,BDes,0,1,14.0,13.0,1,2,1,1,1,0,4.0,0,0
1322,Aaradhya Reddy,15.0,0,BCA,0,2,8.0,24.0,0,1,0,0,1,0,3.245962164,1,0
1323,Sanjana Sharma,18.0,1,BE - Electrical,0,1,13.0,29.0,0,2,0,0,0,0,3.644334006,0,1
1324,Anita Gupta,16.0,0,BSc Microbiology,2,3,7.0,12.0,1,0,1,0,1,1,2.561306807,2,1
1325,Anita Joshi,16.0,0,B.Tech - Mechanical,0,4,3.0,1.0,1,2,0,1,0,0,3.778885203,0,1
1326,Rahul Yadav,16.0,1,BE - Aerospace,2,1,19.0,18.0,0,3,1,1,0,0,4.0,0,0
1327,Anita Malode,17.0,1,BSc - Biotechnology,3,3,19.0,7.0,1,3,1,1,0,0,4.0,0,0
1328,Amit Pawar,17.0,0,BCom,0,0,5.0,26.0,1,2,1,0,0,0,3.490460273,1,1
1329,Amit Deshmukh,18.0,0,BBA,1,2,0.0,21.0,0,4,1,1,0,0,3.796414013,0,1
1330,Vikas Patil,18.0,0,B.Tech - Information Technology,0,1,17.0,16.0,0,1,0,0,0,0,2.491075693,3,1
1331,Sanjana Khan,15.0,1,BSc - Computer Science,0,2,5.0,14.0,1,4,1,0,0,0,3.289990371,1,0
1332,Rohan Patil,15.0,1,BE - Mechanical,0,1,13.0,19.0,1,2,0,0,0,0,3.887796053,0,0
1333,Aditya Reddy,18.0,0,BE - Aerospace,0,2,10.0,20.0,0,2,0,0,0,1,3.551310951,0,0
1334,Sahil Deshmukh,17.0,0,BSc - Mathematics,2,2,16.0,13.0,0,1,0,1,0,0,3.445693447,1,0
1335,Nisha Gupta,16.0,0,BCA,0,1,8.0,26.0,0,1,1,1,0,1,3.454310377,1,1
1336,Sanjana Sharma,18.0,1,BSc - Mathematics,0,3,6.0,2.0,1,4,0,0,0,0,4.0,0,0
1337,Priya Khan,15.0,1,B.Tech - Civil,1,4,13.0,16.0,0,1,1,0,0,0,3.416717013,1,0
1338,Aaradhya Pawar,17.0,0,BPharm - Pharmaceutical Sciences,1,2,16.0,2.0,0,2,1,1,0,0,3.535773632,0,0
1339,Priya Khan,18.0,1,BA - English,0,1,7.0,12.0,1,2,0,1,1,1,3.024687275,1,0
1340,Aditya Sharma,18.0,0,BSc - Information Technology,2,1,15.0,24.0,0,2,1,0,0,0,4.0,0,0
1341,Kunal Pawar,17.0,0,BFSc - Fisheries,1,4,11.0,17.0,1,4,0,1,0,1,4.0,0,0
1342,Kavya Joshi,18.0,1,BSc Forestry,0,2,11.0,0.0,1,4,0,1,1,1,4.0,0,0
1343,Rohan Pawar,17.0,1,BFA,0,2,4.0,6.0,1,2,1,0,0,0,4.0,0,1
1344,Amit Sharma,16.0,1,BVoc - Food Processing,0,1,4.0,28.0,1,0,0,1,0,0,2.0,3,1
1345,Riya Deshmukh,17.0,1,BHM - Hotel Management,2,2,13.0,22.0,1,1,0,0,0,0,2.725152601,2,0
1346,Arjun Gupta,17.0,0,BCom,1,1,5.0,4.0,0,2,0,1,0,1,4.0,0,0
1347,Ishan Pawar,17.0,1,BE - Biomedical,2,4,6.0,1.0,1,2,1,0,0,0,3.561724256,0,0
1348,Meera Khan,18.0,0,B.Tech - Computer Science,0,4,20.0,29.0,0,2,1,0,0,0,3.561882603,0,1
1349,Kavya Patil,18.0,1,BA - English,0,0,16.0,16.0,0,3,0,0,0,1,4.0,0,0
1350,Anita Khan,17.0,0,B.Tech - Information Technology,0,2,8.0,28.0,0,2,0,1,1,0,2.568018035,2,1
1351,Manish Sharma,18.0,1,BE - Mechanical,0,1,12.0,20.0,0,1,0,1,1,0,3.063620308,1,0
1352,Kunal Khan,15.0,0,BJMC - Journalism & Mass Communication,1,2,8.0,9.0,0,2,0,0,0,0,2.554352722,2,0
1353,Sneha Reddy,15.0,0,BSc Horticulture,2,4,15.0,3.0,0,3,1,0,0,1,4.0,0,0
1354,Amit Sharma,18.0,1,BDes,0,2,3.0,8.0,0,2,0,1,0,0,4.0,0,1
1355,Manish Sharma,18.0,0,BE - Mechanical,0,1,1.0,20.0,1,1,1,0,0,0,2.293075152,3,1
1356,Sneha Malode,17.0,1,BSc Horticulture,0,1,12.0,10.0,0,2,1,1,0,0,4.0,0,0
1357,Nisha Yadav,16.0,0,BA - Economics,0,3,12.0,25.0,0,2,1,1,1,1,3.574134913,0,0
1358,Anita Patil,18.0,0,BE - Mechanical,0,3,18.0,11.0,0,2,0,1,0,0,3.063175351,1,0
1359,Sneha Reddy,15.0,0,BE - Mechanical,0,2,11.0,11.0,0,4,1,0,1,0,2.717785683,2,0
1360,Rahul Sharma,17.0,0,BJMC - Journalism & Mass Communication,0,1,3.0,17.0,1,3,1,0,0,1,2.118148292,3,1
1361,Anita Malode,18.0,1,BBA,0,1,9.0,3.0,0,3,0,0,1,0,2.79144406,2,0
1362,Anita Reddy,15.0,0,BCom (Hons),0,4,15.0,28.0,0,4,1,0,0,1,3.614783676,0,1
1363,Arjun Joshi,15.0,1,BArch,0,2,18.0,27.0,1,3,1,0,0,0,3.524340296,0,1
1364,Vikas Reddy,16.0,1,BE - Aerospace,1,2,7.0,8.0,0,3,0,0,0,0,4.0,0,0
1365,Aaradhya Joshi,17.0,0,BE - Mechanical,0,2,5.0,7.0,1,2,1,1,0,0,2.963075261,2,0
1366,Rohan Yadav,17.0,1,BCom (Hons),3,3,3.0,18.0,0,2,0,1,1,1,3.261399513,1,1
1367,Kunal Patil,16.0,1,BE - Electrical,0,1,6.0,23.0,0,0,0,0,0,0,2.384203757,3,1
1368,Manish Yadav,16.0,1,BE - Environmental,0,1,13.0,12.0,0,2,1,1,1,0,2.73664031,2,0
1369,Ishan Yadav,17.0,0,BE - Civil,0,2,12.0,1.0,0,2,1,1,1,1,4.0,0,0
1370,Kavya Yadav,17.0,0,BPT - Physiotherapy,0,3,20.0,18.0,0,3,1,0,0,1,3.61000393,0,0
1371,Nisha Pawar,18.0,1,BE - Civil,2,3,4.0,13.0,0,2,0,1,1,0,3.843840181,0,1
1372,Aaradhya Deshmukh,18.0,1,BVoc - Retail Management,0,4,8.0,4.0,1,3,1,0,0,0,4.0,0,0
1373,Anita Gupta,16.0,1,B.Tech - Mechanical,3,2,2.0,26.0,1,3,1,0,0,0,3.410289125,1,1
1374,Meera Joshi,18.0,0,BSc - Computer Science,2,0,9.0,27.0,0,0,1,1,1,1,2.0,3,1
1375,Meera Deshmukh,15.0,1,BE - Information Technology,1,4,14.0,29.0,0,2,1,1,1,0,4.0,0,1
1376,Anita Reddy,18.0,0,BSW,1,2,19.0,25.0,1,1,1,0,0,1,2.698328787,2,0
1377,Amit Reddy,18.0,1,B.Tech - Mechanical,1,3,20.0,9.0,0,1,0,0,1,0,4.0,0,0
1378,Arjun Deshmukh,15.0,0,BJMC - Journalism & Mass Communication,0,3,16.0,23.0,0,2,0,1,0,0,3.523087567,0,0
1379,Arjun Patil,16.0,1,BPT - Physiotherapy,1,2,5.0,16.0,0,3,0,1,1,0,2.824920105,2,0
1380,Ishan Pawar,15.0,0,BE - Computer Science,0,1,2.0,19.0,1,2,1,1,0,0,3.322629371,1,1
1381,Kavya Joshi,18.0,0,BOT - Occupational Therapy,0,3,17.0,15.0,0,4,0,0,0,0,3.813721947,0,0
1382,Kunal Patil,16.0,1,BE - Electrical,0,3,4.0,16.0,1,4,1,1,0,1,3.858961655,0,1
1383,Rohan Reddy,18.0,0,BSc - Biotechnology,1,2,12.0,0.0,0,2,0,0,0,0,3.827548592,0,0
1384,Amit Reddy,15.0,0,BVoc - Food Processing,2,2,0.0,27.0,0,3,1,1,1,0,2.277818262,3,1
1385,Aditya Malode,15.0,0,BJMC - Journalism & Mass Communication,0,1,16.0,20.0,0,1,0,0,0,1,3.021683717,1,0
1386,Vikas Patil,18.0,1,BSW,2,0,2.0,21.0,0,3,1,1,0,0,2.528217724,2,1
1387,Sanjana Sharma,17.0,1,BArch,0,1,18.0,14.0,0,1,1,0,0,0,3.575795961,0,0
1388,Aditya Malode,17.0,0,BA - Economics,0,1,20.0,16.0,1,3,0,0,0,1,3.140248341,1,0
1389,Pooja Reddy,15.0,1,B.Tech - Civil,0,4,19.0,10.0,0,2,1,1,0,0,4.0,0,0
1390,Pooja Deshmukh,15.0,1,B.Tech - Information Technology,0,3,11.0,21.0,1,4,1,0,0,0,3.152747031,1,0
1391,Rohan Patil,17.0,0,BVoc - Food Processing,0,3,7.0,4.0,0,2,1,1,0,1,3.603085261,0,0
1392,Aaradhya Reddy,17.0,1,BHM - Hotel Management,1,2,7.0,3.0,0,0,1,1,0,0,3.363035323,1,1
1393,Rahul Patil,18.0,1,BA - Economics,2,1,14.0,25.0,0,2,0,0,0,1,3.864256129,0,0
1394,Vikas Patil,18.0,1,B.Tech - Mechanical,0,4,10.0,20.0,0,3,1,1,0,0,3.97338214,0,0
1395,Anita Patil,17.0,0,B.Tech - Civil,0,2,19.0,23.0,0,3,1,1,1,0,4.0,0,0
1396,Amit Gupta,18.0,1,BSc - Computer Science,2,1,0.0,8.0,1,4,1,0,0,1,2.793152357,2,1
1397,Kunal Malode,18.0,1,BE - Chemical,2,2,15.0,26.0,0,4,0,0,0,0,2.438915034,3,1
1398,Nisha Patil,16.0,0,BVoc - Food Processing,0,4,13.0,15.0,0,2,0,0,0,1,3.249811351,1,0
1399,Sanjana Deshmukh,18.0,0,BSc Agriculture,0,4,6.0,29.0,0,1,1,0,1,0,3.373272194,1,1
1400,Anita Joshi,15.0,0,BA - History,2,0,5.0,11.0,1,0,0,0,0,1,3.220503101,1,1
1401,Rohan Joshi,18.0,0,BPharm - Pharmaceutical Sciences,1,4,20.0,17.0,1,4,0,1,0,1,3.737049377,0,0
1402,Nisha Yadav,18.0,1,BA - Economics,0,1,3.0,21.0,0,4,0,1,1,0,3.464246646,1,1
1403,Vikas Joshi,17.0,0,BSc Microbiology,0,0,7.0,2.0,0,2,1,0,0,1,3.964690515,0,0
1404,Rahul Gupta,15.0,0,BE - Civil,2,3,18.0,14.0,1,3,0,1,0,0,4.0,0,0
1405,Sanjana Khan,18.0,1,BCA,0,4,2.0,17.0,1,3,1,1,0,1,3.069166365,1,1
1406,Aaradhya Gupta,18.0,0,BPharm - Pharmaceutical Sciences,3,2,3.0,11.0,0,3,1,0,1,0,3.230961657,1,1
1407,Rahul Khan,16.0,1,BOT - Occupational Therapy,0,2,12.0,29.0,0,4,0,0,0,1,3.241645649,1,1
1408,Sahil Khan,18.0,0,BSW,2,3,20.0,12.0,1,0,1,1,0,0,3.895250905,0,1
1409,Sanjana Sharma,18.0,0,BE - Electronics & Communication,0,3,1.0,0.0,0,4,1,0,0,0,2.912631669,2,1
1410,Arjun Deshmukh,16.0,0,BE - Civil,0,4,10.0,3.0,0,2,0,1,0,0,3.101571513,1,0
1411,Amit Reddy,17.0,0,BDes,2,2,15.0,7.0,0,2,0,0,1,0,3.488049892,1,0
1412,Vikas Pawar,18.0,0,B.Tech - Information Technology,0,4,9.0,18.0,0,2,0,1,1,0,3.82093626,0,0
1413,Sneha Pawar,16.0,1,BCom (Hons),1,4,14.0,20.0,1,2,1,1,0,0,3.374785223,1,0
1414,Aditya Pawar,15.0,1,B.Tech - Civil,0,1,9.0,29.0,0,3,0,0,0,0,3.732638263,0,1
1415,Kunal Malode,17.0,0,BE - Chemical,0,3,1.0,25.0,1,3,1,0,1,0,3.33676923,1,1
1416,Kunal Pawar,15.0,1,BSc - Physics,0,2,5.0,20.0,0,2,1,1,0,1,3.623006827,0,0
1417,Vikas Khan,15.0,1,BE - Civil,1,2,13.0,4.0,1,3,1,1,0,0,3.248296269,1,0
1418,Sanjana Patil,16.0,1,B.Tech - Mechanical,0,3,1.0,10.0,0,2,1,1,0,0,2.29757309,3,1
1419,Sneha Joshi,18.0,0,BSc - Chemistry,0,0,9.0,24.0,0,4,0,1,0,1,2.603252583,2,0
1420,Sneha Khan,16.0,0,BA - English,0,2,16.0,30.0,1,0,0,0,0,0,3.325242049,1,1
1421,Arjun Deshmukh,16.0,0,BE - Aerospace,1,4,7.0,23.0,0,2,0,0,0,0,2.812574015,2,0
1422,Amit Gupta,16.0,1,BPharm,2,1,15.0,23.0,0,0,1,1,0,1,2.449626778,3,1
1423,Priya Sharma,16.0,1,BDes,0,2,13.0,28.0,0,2,1,0,0,0,3.551565142,0,1
1424,Rohan Reddy,17.0,0,BHM - Hotel Management,0,4,9.0,28.0,0,2,1,0,0,0,2.894951034,2,1
1425,Amit Malode,18.0,0,BA - History,3,2,12.0,16.0,0,4,0,1,1,0,3.981993253,0,0
1426,Sahil Malode,15.0,1,BOT - Occupational Therapy,0,2,0.0,16.0,1,0,0,1,1,0,3.438944854,1,1
1427,Amit Patil,15.0,1,BSc Agriculture,2,2,9.0,1.0,0,2,1,0,0,0,4.0,0,0
1428,Ishan Patil,18.0,1,BArch,2,2,11.0,29.0,0,3,1,0,0,0,2.632235236,2,1
1429,Rahul Malode,15.0,1,BCA,2,3,16.0,23.0,0,1,0,1,1,1,2.527069762,2,0
1430,Aaradhya Joshi,18.0,0,BVoc - Food Processing,0,3,13.0,25.0,0,4,1,0,1,1,3.217652726,1,0
1431,Amit Patil,15.0,1,BFA,2,2,4.0,0.0,1,4,0,0,0,0,2.86776154,2,1
1432,Anita Gupta,16.0,1,BA - History,2,3,18.0,30.0,1,3,0,1,0,0,2.487939117,3,1
1433,Ishan Yadav,15.0,0,BVoc - Food Processing,1,2,4.0,3.0,0,1,1,0,0,0,4.0,0,1
1434,Nisha Yadav,18.0,1,BE - Electronics & Communication,0,1,14.0,8.0,0,2,1,0,0,0,4.0,0,0
1435,Sanjana Malode,18.0,1,BE - Chemical,0,3,12.0,1.0,0,1,0,0,0,1,3.373560958,1,0
1436,Anita Patil,18.0,0,B.Tech - Civil,0,3,16.0,2.0,0,1,1,0,0,0,4.0,0,0
1437,Ishan Yadav,18.0,1,BE - Information Technology,1,2,0.0,26.0,0,0,1,1,1,1,2.0,3,1
1438,Meera Reddy,18.0,1,BE - Electronics & Communication,1,0,13.0,5.0,0,4,1,0,0,0,3.784584656,0,0
1439,Sneha Malode,17.0,1,BSc Horticulture,0,1,3.0,12.0,0,2,1,0,0,1,3.492899995,1,1
1440,Riya Yadav,17.0,0,BFA,0,1,8.0,14.0,0,2,0,0,1,1,3.281085724,1,0
1441,Sneha Sharma,15.0,0,BE - Biomedical,0,1,16.0,10.0,0,2,0,1,0,0,4.0,0,0
1442,Arjun Reddy,18.0,1,B.Tech - Electrical,1,3,2.0,9.0,0,2,1,1,0,0,4.0,0,1
1443,Sneha Malode,15.0,0,BA - English,3,0,12.0,2.0,1,2,1,1,1,0,2.908035289,2,0
1444,Anita Patil,18.0,1,BPT - Physiotherapy,0,3,11.0,30.0,0,4,0,0,0,0,3.899041234,0,1
1445,Arjun Malode,18.0,1,B.Tech - Information Technology,0,1,15.0,30.0,0,1,1,0,0,0,2.826894508,2,1
1446,Ishan Deshmukh,17.0,0,BHM - Hotel Management,0,1,3.0,19.0,0,4,1,1,0,0,2.845898329,2,1
1447,Kavya Patil,17.0,1,BA - Political Science,1,2,17.0,8.0,1,3,1,0,0,1,3.061318928,1,0
1448,Ishan Joshi,16.0,1,B.Tech - Information Technology,2,1,2.0,24.0,0,4,1,1,0,0,3.498700146,1,1
1449,Kavya Reddy,17.0,0,BVoc - Retail Management,3,4,16.0,9.0,0,0,1,0,0,0,4.0,0,1
1450,Sneha Malode,16.0,1,BSc Nursing,0,0,0.0,20.0,0,0,0,0,0,1,3.188020791,1,1
1451,Pooja Deshmukh,16.0,1,B.Tech - Civil,3,2,18.0,22.0,1,2,1,0,1,0,2.924721785,2,0
1452,Rahul Deshmukh,16.0,1,BCom (Hons),0,3,3.0,24.0,1,4,0,0,1,1,2.360225182,3,1
1453,Sahil Khan,16.0,1,BCom,1,3,16.0,23.0,0,3,1,1,0,0,3.067061164,1,0
1454,Pooja Yadav,16.0,0,B.Tech - Civil,0,1,6.0,26.0,1,3,1,1,0,0,3.030413739,1,1
1455,Riya Reddy,15.0,1,BE - Mechanical,2,2,1.0,22.0,1,0,0,0,0,0,2.180232675,3,1
1456,Sanjana Reddy,17.0,1,BE - Electrical,1,3,11.0,11.0,1,2,0,1,0,0,3.119453051,1,0
1457,Kavya Deshmukh,16.0,1,BSc Nursing,1,4,4.0,7.0,1,2,0,0,1,0,2.655387939,2,1
1458,Vikas Gupta,18.0,1,BSc - Information Technology,2,4,15.0,20.0,0,2,1,1,1,0,2.718401995,2,0
